student_id,course_id,instructor_id,feedback_score,textual_review,attendance_rate,assignment_submission_rate,quiz_avg_score,exam_avg_score,lms_logins_past_month,avg_session_duration_minutes,forum_participation_count,video_completion_rate,instructor_response_time,risk_level
S1810,MAT204,I016,2.6,Great teaching style and support from instructor.,63,68,89,34,22,57,7,79,50,High
S1811,CSE202,I001,3.7,Very interactive and engaging class.,77,91,30,89,11,55,1,70,59,Low
S1812,CSE101,I013,3.7,"Slides were unclear, needs more clarity.",73,45,34,74,22,52,19,92,8,Medium
S1813,CSE101,I007,2.3,The lecture was clear but pace was fast.,62,46,92,72,20,45,2,67,42,High
S1814,CSE202,I005,1.5,"Too many assignments, difficult to manage.",92,76,65,35,25,49,7,59,16,High
S1815,MAT204,I008,3.5,Very interactive and engaging class.,61,92,94,92,7,30,1,26,54,Medium
S1816,CSE101,I014,1.5,"Average experience, nothing special.",100,57,53,53,29,41,18,94,24,High
S1817,CSE101,I013,3.3,"Slides were unclear, needs more clarity.",68,62,33,46,33,26,16,38,66,Medium
S1818,PHY110,I015,3.8,Good explanations with real-life examples.,70,83,97,32,1,55,4,34,61,High
S1819,MAT204,I017,3.8,Very interactive and engaging class.,76,77,54,46,4,14,19,89,11,Medium
S1820,CSE101,I015,4.0,"Slides were unclear, needs more clarity.",68,98,36,92,30,11,16,80,59,Medium
S1821,MAT204,I020,4.5,The lecture was clear but pace was fast.,73,40,42,88,32,13,9,75,48,Medium
S1822,CSE202,I018,3.0,Good explanations with real-life examples.,75,43,97,50,3,29,8,29,16,Medium
S1823,ECE301,I018,3.9,"Slides were unclear, needs more clarity.",94,90,72,22,5,50,5,65,10,High
S1824,CSE101,I002,3.5,"Slides were unclear, needs more clarity.",77,83,86,49,22,19,10,99,14,Medium
S1825,PHY110,I004,1.7,"Too many assignments, difficult to manage.",95,86,65,40,44,17,1,94,24,High
S1826,CSE202,I001,1.1,Great teaching style and support from instructor.,67,74,43,25,18,46,11,76,34,High
S1827,MAT204,I004,2.1,Very interactive and engaging class.,93,62,56,51,42,50,11,54,10,High
S1828,CSE202,I018,2.8,"Too many assignments, difficult to manage.",85,66,66,61,44,30,15,91,4,Medium
S1829,CSE101,I005,3.5,"Average experience, nothing special.",91,99,100,81,7,25,11,22,26,Low
S1830,MAT204,I019,4.4,Good explanations with real-life examples.,78,65,54,51,38,27,17,85,37,Medium
S1831,ECE301,I015,1.8,Great teaching style and support from instructor.,66,91,96,58,12,48,12,72,21,High
S1832,CSE202,I008,1.5,"Slides were unclear, needs more clarity.",53,99,33,83,0,32,14,97,55,High
S1833,CSE101,I020,4.9,"Too many assignments, difficult to manage.",93,47,45,49,5,55,15,71,20,Medium
S1834,PHY110,I017,1.4,Great teaching style and support from instructor.,94,82,48,82,6,42,3,72,61,High
S1835,MAT204,I001,2.9,"Average experience, nothing special.",78,55,58,50,47,16,11,73,38,Medium
S1836,CSE202,I012,3.3,Very interactive and engaging class.,53,80,80,59,26,28,16,66,4,High
S1837,CSE202,I019,3.2,"Average experience, nothing special.",59,42,47,52,14,17,0,22,20,High
S1838,ECE301,I015,1.3,Good explanations with real-life examples.,74,71,87,82,33,44,17,84,54,High
S1839,ECE301,I009,1.2,The lecture was clear but pace was fast.,80,44,73,44,22,52,15,34,47,High
S1840,PHY110,I007,1.4,"Too many assignments, difficult to manage.",52,59,45,55,47,6,0,53,57,High
S1841,PHY110,I002,3.3,Good explanations with real-life examples.,96,53,94,43,48,58,9,69,71,Medium
S1842,CSE101,I009,3.2,The lecture was clear but pace was fast.,51,99,31,77,23,43,18,52,32,High
S1843,CSE101,I010,1.9,"Too many assignments, difficult to manage.",74,71,85,58,14,16,15,92,54,High
S1844,PHY110,I002,3.6,Good explanations with real-life examples.,98,65,57,65,34,43,13,22,35,Low
S1845,PHY110,I019,4.3,"Average experience, nothing special.",55,86,94,96,3,55,1,21,32,High
S1846,MAT204,I011,1.2,Good explanations with real-life examples.,75,45,34,29,43,18,5,23,61,High
S1847,ECE301,I013,3.0,Great teaching style and support from instructor.,57,98,51,51,36,34,4,35,12,High
S1848,CSE101,I010,3.8,"Average experience, nothing special.",84,97,42,55,16,45,11,73,7,Medium
S1849,ECE301,I014,2.0,"Too many assignments, difficult to manage.",76,75,94,47,30,54,3,52,28,High
S1850,ECE301,I018,2.2,Good explanations with real-life examples.,74,79,45,35,37,47,3,28,8,High
S1851,PHY110,I019,3.5,"Slides were unclear, needs more clarity.",67,90,93,35,9,52,4,76,50,High
S1852,MAT204,I009,4.6,"Too many assignments, difficult to manage.",50,98,61,37,49,23,6,59,61,High
S1853,CSE202,I007,4.2,Good explanations with real-life examples.,97,44,80,27,26,35,5,71,34,High
S1854,MAT204,I003,3.3,Great teaching style and support from instructor.,88,52,87,99,41,47,12,35,48,Medium
S1855,MAT204,I020,3.9,The lecture was clear but pace was fast.,52,71,75,94,5,54,3,27,45,High
S1856,ECE301,I006,2.5,The lecture was clear but pace was fast.,53,55,81,89,5,47,12,79,28,High
S1857,MAT204,I002,3.6,"Slides were unclear, needs more clarity.",90,40,92,20,14,29,3,55,23,High
S1858,CSE101,I006,2.9,"Too many assignments, difficult to manage.",86,52,89,81,3,8,9,22,48,Medium
S1859,ECE301,I003,1.8,Great teaching style and support from instructor.,100,93,94,95,47,54,19,34,49,High
S1860,CSE101,I016,3.8,Good explanations with real-life examples.,64,50,84,57,39,55,0,42,31,Medium
S1861,CSE202,I008,3.2,Good explanations with real-life examples.,57,92,86,64,6,17,7,22,3,High
S1862,ECE301,I002,2.4,The lecture was clear but pace was fast.,87,47,100,77,48,40,6,49,16,High
S1863,CSE202,I017,4.6,Great teaching style and support from instructor.,99,64,55,100,44,46,4,64,48,Low
S1864,ECE301,I009,1.1,"Average experience, nothing special.",68,79,41,20,46,58,2,36,28,High
S1865,PHY110,I012,2.3,"Slides were unclear, needs more clarity.",96,71,100,51,25,41,14,77,28,High
S1866,MAT204,I003,1.2,The lecture was clear but pace was fast.,75,63,75,27,30,7,16,77,14,High
S1867,PHY110,I011,4.1,The lecture was clear but pace was fast.,88,67,76,59,1,20,12,76,56,Medium
S1868,CSE202,I001,3.8,"Slides were unclear, needs more clarity.",59,53,67,75,27,30,14,26,18,High
S1869,MAT204,I013,2.3,"Too many assignments, difficult to manage.",87,84,50,82,41,44,18,58,60,High
S1870,ECE301,I015,3.7,Good explanations with real-life examples.,63,42,43,93,12,43,19,97,11,Medium
S1871,MAT204,I005,2.6,"Too many assignments, difficult to manage.",98,75,31,93,17,23,13,77,34,Medium
S1872,CSE101,I017,4.0,Great teaching style and support from instructor.,90,66,99,55,29,50,12,75,38,Medium
S1873,MAT204,I006,2.8,"Average experience, nothing special.",68,59,62,76,10,19,11,34,9,Medium
S1874,CSE101,I011,2.6,Very interactive and engaging class.,79,86,35,93,12,36,8,63,34,Medium
S1875,MAT204,I018,4.7,Very interactive and engaging class.,54,54,66,64,23,53,2,31,8,High
S1876,CSE101,I004,2.0,Very interactive and engaging class.,80,66,43,98,28,25,10,27,35,High
S1877,CSE202,I003,1.5,"Slides were unclear, needs more clarity.",56,92,66,99,4,5,9,99,8,High
S1878,PHY110,I013,3.3,The lecture was clear but pace was fast.,68,84,37,21,34,10,0,60,42,High
S1879,ECE301,I009,4.9,"Average experience, nothing special.",80,80,42,87,18,31,16,53,56,Low
S1880,MAT204,I006,2.5,"Too many assignments, difficult to manage.",88,67,69,69,12,27,12,65,8,Medium
S1881,PHY110,I012,1.2,Good explanations with real-life examples.,73,64,87,48,4,51,13,48,19,High
S1882,ECE301,I002,2.4,Very interactive and engaging class.,83,81,47,100,43,35,0,35,44,High
S1883,ECE301,I003,3.0,"Too many assignments, difficult to manage.",72,100,86,29,13,16,1,24,41,High
S1884,CSE101,I003,1.6,Very interactive and engaging class.,97,83,67,46,37,25,1,24,54,High
S1885,CSE202,I012,3.6,"Average experience, nothing special.",94,85,61,34,21,56,6,49,15,High
S1886,CSE202,I015,5.0,Very interactive and engaging class.,89,72,95,79,8,6,8,69,22,Low
S1887,PHY110,I009,2.8,Good explanations with real-life examples.,55,85,54,50,48,9,3,24,58,High
S1888,CSE202,I008,2.4,Great teaching style and support from instructor.,87,53,87,40,39,13,1,32,47,High
S1889,MAT204,I011,2.6,Great teaching style and support from instructor.,90,47,62,79,25,24,18,68,27,Medium
S1890,CSE202,I016,1.5,"Average experience, nothing special.",85,87,95,77,44,50,4,69,25,High
S1891,PHY110,I004,4.5,Great teaching style and support from instructor.,76,53,59,60,4,22,8,33,6,Low
S1892,CSE202,I001,2.7,"Slides were unclear, needs more clarity.",60,40,63,65,28,26,12,65,43,Medium
S1893,MAT204,I007,2.5,The lecture was clear but pace was fast.,54,55,98,64,21,12,11,53,44,High
S1894,CSE101,I002,3.6,"Slides were unclear, needs more clarity.",66,57,77,45,48,38,18,90,33,Medium
S1895,PHY110,I005,2.8,"Too many assignments, difficult to manage.",56,46,69,70,2,13,8,66,7,High
S1896,CSE101,I007,3.6,"Slides were unclear, needs more clarity.",76,54,80,55,27,11,9,79,68,Medium
S1897,CSE101,I004,1.2,"Too many assignments, difficult to manage.",96,63,42,71,37,34,18,93,8,High
S1898,CSE101,I005,4.3,"Too many assignments, difficult to manage.",64,88,60,100,13,22,9,98,30,Medium
S1899,ECE301,I001,4.8,The lecture was clear but pace was fast.,95,90,68,70,46,31,11,100,35,Low
S1900,ECE301,I001,3.6,Good explanations with real-life examples.,62,94,92,22,13,20,13,30,8,High
S1901,CSE101,I015,4.8,"Average experience, nothing special.",60,52,77,33,42,25,7,69,59,High
S1902,PHY110,I020,1.6,The lecture was clear but pace was fast.,94,48,77,68,10,9,15,23,32,High
S1903,MAT204,I019,2.9,"Average experience, nothing special.",75,95,90,96,8,59,16,60,46,Medium
S1904,MAT204,I010,3.4,Great teaching style and support from instructor.,71,95,41,20,37,33,19,78,48,High
S1905,CSE202,I018,3.3,Great teaching style and support from instructor.,77,54,85,76,46,51,3,79,41,Medium
S1906,PHY110,I003,2.6,"Slides were unclear, needs more clarity.",73,96,47,36,43,41,5,100,31,High
S1907,ECE301,I011,2.4,"Too many assignments, difficult to manage.",78,97,56,69,5,47,11,81,63,High
S1908,CSE101,I015,1.5,Very interactive and engaging class.,58,74,57,33,0,26,17,44,18,High
S1909,CSE202,I011,2.6,Very interactive and engaging class.,91,63,81,78,24,18,6,98,6,Medium
S1910,MAT204,I017,1.7,"Average experience, nothing special.",53,72,45,100,15,23,4,52,2,High
S1911,ECE301,I017,3.9,"Too many assignments, difficult to manage.",98,55,87,22,14,39,9,38,32,High
S1912,ECE301,I006,1.8,"Average experience, nothing special.",95,47,38,59,33,28,5,76,36,High
S1913,CSE101,I005,1.2,The lecture was clear but pace was fast.,67,68,55,85,16,46,13,34,31,High
S1914,MAT204,I008,3.2,Good explanations with real-life examples.,92,62,57,53,2,10,5,60,16,Medium
S1915,PHY110,I002,3.4,The lecture was clear but pace was fast.,65,84,65,28,2,7,13,88,57,High
S1916,ECE301,I016,4.5,"Too many assignments, difficult to manage.",82,70,38,40,36,38,11,99,61,Medium
S1917,CSE101,I020,3.3,"Too many assignments, difficult to manage.",78,79,76,44,16,49,11,79,28,Medium
S1918,PHY110,I012,2.4,Good explanations with real-life examples.,88,88,80,63,48,54,7,41,3,High
S1919,MAT204,I006,4.2,"Average experience, nothing special.",59,93,86,44,37,6,9,62,65,High
S1920,ECE301,I001,3.2,"Slides were unclear, needs more clarity.",58,94,61,28,0,19,15,51,6,High
S1921,PHY110,I004,1.3,"Slides were unclear, needs more clarity.",80,53,96,81,6,41,19,32,69,High
S1922,PHY110,I017,3.3,Good explanations with real-life examples.,77,98,86,45,25,19,7,57,14,Medium
S1923,PHY110,I013,4.6,"Slides were unclear, needs more clarity.",52,92,83,76,46,36,8,45,24,High
S1924,ECE301,I018,2.6,Very interactive and engaging class.,63,69,45,56,38,25,12,100,51,Medium
S1925,ECE301,I005,2.2,"Slides were unclear, needs more clarity.",74,92,91,35,18,21,19,24,38,High
S1926,CSE202,I003,1.6,"Slides were unclear, needs more clarity.",64,78,85,56,29,38,16,68,31,High
S1927,MAT204,I011,1.6,"Slides were unclear, needs more clarity.",51,66,52,95,42,36,18,24,24,High
S1928,CSE101,I013,2.7,Very interactive and engaging class.,73,86,46,43,13,54,16,90,35,Medium
S1929,PHY110,I004,3.4,"Average experience, nothing special.",63,55,67,45,12,51,6,67,65,Medium
S1930,CSE202,I014,1.3,"Slides were unclear, needs more clarity.",97,90,59,39,19,56,0,37,56,High
S1931,CSE101,I011,4.8,Great teaching style and support from instructor.,56,45,87,28,25,27,19,25,10,High
S1932,CSE202,I010,4.0,Very interactive and engaging class.,85,94,51,48,26,39,13,85,5,Medium
S1933,ECE301,I019,3.3,Good explanations with real-life examples.,99,72,46,50,24,41,16,96,67,Medium
S1934,PHY110,I018,4.3,The lecture was clear but pace was fast.,73,83,44,38,8,47,12,61,34,High
S1935,CSE101,I006,1.3,Good explanations with real-life examples.,76,57,77,39,40,45,1,71,33,High
S1936,CSE101,I015,2.9,The lecture was clear but pace was fast.,86,55,61,46,47,41,13,30,45,Medium
S1937,CSE101,I010,3.5,Good explanations with real-life examples.,87,51,69,63,11,37,0,45,38,Low
S1938,CSE101,I005,4.3,Great teaching style and support from instructor.,79,59,86,54,9,29,4,40,68,Medium
S1939,CSE101,I005,4.1,The lecture was clear but pace was fast.,76,84,87,90,5,50,6,85,61,Low
S1940,CSE202,I010,2.1,The lecture was clear but pace was fast.,88,79,45,41,49,41,18,59,60,High
S1941,PHY110,I005,4.8,"Too many assignments, difficult to manage.",64,98,57,93,33,44,13,75,37,Medium
S1942,ECE301,I003,1.5,The lecture was clear but pace was fast.,75,68,30,34,40,25,13,70,50,High
S1943,ECE301,I006,4.5,The lecture was clear but pace was fast.,50,69,70,32,18,50,14,39,52,High
S1944,ECE301,I004,4.9,"Too many assignments, difficult to manage.",53,65,77,23,5,52,4,100,9,High
S1945,ECE301,I018,1.7,"Slides were unclear, needs more clarity.",78,61,60,75,1,42,4,99,51,High
S1946,CSE202,I009,3.9,"Slides were unclear, needs more clarity.",50,72,65,42,14,44,1,76,42,High
S1947,MAT204,I017,1.2,"Too many assignments, difficult to manage.",92,97,62,53,16,38,17,24,39,High
S1948,PHY110,I013,2.6,Very interactive and engaging class.,99,92,62,36,15,23,8,33,56,High
S1949,CSE101,I015,3.1,The lecture was clear but pace was fast.,95,78,52,47,27,31,9,43,69,Medium
S1950,MAT204,I020,3.3,The lecture was clear but pace was fast.,71,86,89,33,20,13,17,87,19,High
S1951,ECE301,I017,4.7,"Too many assignments, difficult to manage.",60,68,59,53,7,9,3,71,66,Medium
S1952,MAT204,I013,3.7,"Too many assignments, difficult to manage.",59,61,74,94,9,9,7,67,65,High
S1953,PHY110,I016,2.9,Very interactive and engaging class.,66,84,68,76,9,29,17,66,13,Medium
S1954,CSE101,I004,4.2,Great teaching style and support from instructor.,85,52,74,96,49,30,19,79,42,Low
S1955,CSE101,I005,4.8,"Slides were unclear, needs more clarity.",96,99,41,74,9,23,16,92,43,Low
S1956,PHY110,I005,1.1,Good explanations with real-life examples.,75,48,61,85,8,34,15,22,61,High
S1957,PHY110,I009,4.9,Great teaching style and support from instructor.,97,63,85,56,27,40,17,28,51,Medium
S1958,ECE301,I017,1.3,"Average experience, nothing special.",70,54,53,87,23,52,6,43,37,High
S1959,CSE101,I013,4.3,"Slides were unclear, needs more clarity.",62,75,42,95,18,52,0,23,49,Medium
S1960,MAT204,I002,2.1,The lecture was clear but pace was fast.,58,52,49,45,32,20,0,28,9,High
S1961,CSE202,I013,1.5,"Average experience, nothing special.",60,66,85,80,3,11,17,20,26,High
S1962,CSE202,I019,2.8,Great teaching style and support from instructor.,60,83,82,86,2,22,3,54,8,Medium
S1963,PHY110,I003,3.6,"Too many assignments, difficult to manage.",55,76,97,93,41,25,19,93,9,High
S1964,ECE301,I010,2.5,Very interactive and engaging class.,50,46,83,71,11,35,19,31,32,High
S1965,CSE202,I002,1.2,"Slides were unclear, needs more clarity.",55,47,63,37,17,5,3,37,13,High
S1966,CSE101,I013,3.4,Very interactive and engaging class.,62,76,57,72,22,7,5,97,58,Medium
S1967,PHY110,I019,4.6,"Average experience, nothing special.",71,80,79,82,19,35,2,29,67,Medium
S1968,MAT204,I017,2.5,"Slides were unclear, needs more clarity.",80,53,31,72,5,29,5,93,13,Medium
S1969,PHY110,I014,1.9,Great teaching style and support from instructor.,71,97,55,46,33,57,12,37,28,High
S1970,MAT204,I012,2.8,The lecture was clear but pace was fast.,86,51,80,50,41,12,6,43,47,Medium
S1971,PHY110,I012,1.2,Good explanations with real-life examples.,96,75,76,20,1,5,3,20,8,High
S1972,PHY110,I011,4.3,Very interactive and engaging class.,76,91,55,25,29,11,0,98,62,High
S1973,PHY110,I007,4.3,Very interactive and engaging class.,99,100,90,30,8,11,5,91,59,High
S1974,MAT204,I004,3.4,Good explanations with real-life examples.,63,79,52,53,26,12,4,35,59,Medium
S1975,MAT204,I019,2.4,Very interactive and engaging class.,96,56,66,82,41,23,12,34,14,High
S1976,PHY110,I001,4.2,Very interactive and engaging class.,54,79,70,72,33,21,18,81,54,High
S1977,CSE202,I003,3.2,"Slides were unclear, needs more clarity.",85,92,81,37,39,15,3,24,66,High
S1978,ECE301,I013,4.3,"Slides were unclear, needs more clarity.",81,68,78,40,23,51,5,64,50,Medium
S1979,ECE301,I015,3.5,Good explanations with real-life examples.,83,66,56,38,48,45,12,71,36,High
S1980,ECE301,I002,4.1,"Average experience, nothing special.",56,40,35,23,16,53,4,90,18,High
S1981,MAT204,I011,3.4,The lecture was clear but pace was fast.,91,91,95,96,28,15,12,26,68,Medium
S1982,MAT204,I004,2.7,Great teaching style and support from instructor.,97,73,53,48,35,42,9,46,11,Medium
S1983,CSE202,I019,4.8,Great teaching style and support from instructor.,59,43,67,44,49,45,2,32,35,High
S1984,ECE301,I017,3.2,"Average experience, nothing special.",99,63,57,75,11,54,12,36,5,Medium
S1985,ECE301,I003,3.4,Very interactive and engaging class.,66,60,57,96,30,56,11,63,30,Medium
S1986,PHY110,I018,1.9,The lecture was clear but pace was fast.,79,72,95,82,48,6,3,32,47,High
S1987,MAT204,I008,3.5,Good explanations with real-life examples.,70,46,90,46,8,8,9,92,47,Medium
S1988,ECE301,I019,3.3,"Average experience, nothing special.",62,40,75,79,18,54,2,24,60,Medium
S1989,CSE202,I005,1.7,Good explanations with real-life examples.,50,80,98,68,45,32,16,52,62,High
S1990,CSE202,I007,1.2,"Slides were unclear, needs more clarity.",50,42,72,84,45,37,8,23,69,High
S1991,ECE301,I008,3.4,Very interactive and engaging class.,96,83,88,57,16,15,0,45,67,Medium
S1992,MAT204,I005,4.1,"Too many assignments, difficult to manage.",82,90,31,71,1,7,17,87,35,Low
S1993,CSE202,I017,3.1,Good explanations with real-life examples.,87,54,44,20,39,44,8,35,6,High
S1994,PHY110,I005,1.9,"Average experience, nothing special.",74,70,66,59,4,9,19,41,10,High
S1995,CSE202,I004,3.7,Very interactive and engaging class.,75,93,100,100,38,56,8,55,21,Low
S1996,CSE101,I019,1.3,The lecture was clear but pace was fast.,62,55,49,40,47,25,1,77,22,High
S1997,CSE101,I002,2.8,"Average experience, nothing special.",77,49,64,34,15,26,18,74,18,High
S1998,MAT204,I011,1.7,"Slides were unclear, needs more clarity.",82,93,63,69,16,58,15,54,13,High
S1999,ECE301,I013,1.7,Great teaching style and support from instructor.,86,68,60,67,26,41,2,44,68,High
S2000,MAT204,I015,1.8,The lecture was clear but pace was fast.,90,98,48,51,6,15,15,91,6,High
S2001,MAT204,I012,2.5,Good explanations with real-life examples.,79,98,97,68,7,48,12,100,61,Medium
S2002,MAT204,I011,1.2,Good explanations with real-life examples.,98,45,53,87,7,26,2,80,54,High
S2003,MAT204,I007,2.6,The lecture was clear but pace was fast.,97,68,68,64,22,45,9,37,53,Medium
S2004,PHY110,I005,3.0,Good explanations with real-life examples.,57,56,83,51,31,57,17,77,49,High
